
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.880]   Just
[00:43:14.280 --> 00:43:14.440]   was
[00:43:14.440 --> 00:43:14.600]   like
[00:43:14.600 --> 00:43:15.610]   great
[00:43:15.610 --> 00:43:16.170]   and
[00:43:16.170 --> 00:43:16.310]   i
[00:43:16.310 --> 00:43:17.840]   actually
[00:43:17.840 --> 00:43:18.440]   uh
[00:43:18.440 --> 00:43:18.550]   i
[00:43:18.550 --> 00:43:18.830]   sent
[00:43:18.830 --> 00:43:18.920]   a
[00:43:18.920 --> 00:43:19.310]   link
[00:43:19.310 --> 00:43:19.500]   to
[00:43:19.500 --> 00:43:19.720]   it
[00:43:19.720 --> 00:43:19.900]   to
[00:43:19.900 --> 00:43:20.060]   my
[00:43:20.060 --> 00:43:20.490]   buddy
[00:43:20.490 --> 00:43:20.660]   am
[00:43:20.660 --> 00:43:20.830]  os
[00:43:20.830 --> 00:43:21.180]   over
[00:43:21.180 --> 00:43:21.350]   at
[00:43:21.350 --> 00:43:21.430]   u
[00:43:21.430 --> 00:43:21.780]  ber
[00:43:21.780 --> 00:43:21.950]   and
[00:43:21.950 --> 00:43:22.120]   he
[00:43:22.120 --> 00:43:22.440]   was
[00:43:22.440 --> 00:43:22.660]   the
[00:43:22.660 --> 00:43:22.880]   one
[00:43:22.880 --> 00:43:23.130]   who
[00:43:23.130 --> 00:43:23.700]   answered
[00:43:23.700 --> 00:43:23.880]   it
[00:43:23.880 --> 00:43:24.060]   so
[00:43:24.060 --> 00:43:24.070]   i
[00:43:24.070 --> 00:43:24.250]   had
[00:43:24.250 --> 00:43:24.500]   just
[00:43:24.500 --> 00:43:24.750]   kind
[00:43:24.750 --> 00:43:24.870]   of
[00:43:24.870 --> 00:43:25.090]   had
[00:43:25.090 --> 00:43:25.630]   something
[00:43:25.630 --> 00:43:25.690]   a
[00:43:25.690 --> 00:43:26.080]   little
[00:43:26.080 --> 00:43:26.750]   backwards
[00:43:26.750 --> 00:43:27.080]   and
[00:43:27.080 --> 00:43:27.220]   uh
[00:43:27.220 --> 00:43:27.380]   so
[00:43:27.380 --> 00:43:27.900]   luckily
[00:43:27.900 --> 00:43:28.050]   he
[00:43:28.050 --> 00:43:28.420]   fixed
[00:43:28.420 --> 00:43:28.790]   it
[00:43:28.790 --> 00:43:28.850]   and
[00:43:28.850 --> 00:43:29.050]   he
[00:43:29.050 --> 00:43:29.230]   also
[00:43:29.230 --> 00:43:29.450]   did
[00:43:29.450 --> 00:43:29.600]   on
[00:43:29.600 --> 00:43:29.970]   stack
[00:43:29.970 --> 00:43:30.600]   overflow
[00:43:30.600 --> 00:43:30.710]  
[00:43:30.710 --> 00:43:31.190]   yeah
[00:43:31.190 --> 00:43:31.580]   nice
[00:43:31.580 --> 00:43:31.770]   i
[00:43:31.770 --> 00:43:32.070]   was
[00:43:32.070 --> 00:43:32.560]   like
[00:43:32.560 --> 00:43:32.930]   you
[00:43:32.930 --> 00:43:33.300]   sir
[00:43:33.300 --> 00:43:33.670]   get
[00:43:33.670 --> 00:43:33.790]   a
[00:43:33.790 --> 00:43:34.510]   point
[00:43:34.510 --> 00:43:34.580]   no
[00:43:34.580 --> 00:43:34.860]   that
[00:43:34.860 --> 00:43:35.080]   was
[00:43:35.080 --> 00:43:35.390]   that
[00:43:35.390 --> 00:43:35.620]   was
[00:43:35.620 --> 00:43:35.800]   uh
[00:43:35.800 --> 00:43:36.020]   that
[00:43:36.020 --> 00:43:36.200]   was
[00:43:36.200 --> 00:43:36.520]   great
[00:43:36.520 --> 00:43:36.680]   so
[00:43:36.680 --> 00:43:36.970]   that
[00:43:36.970 --> 00:43:37.550]   because
[00:43:37.550 --> 00:43:38.170]   otherwise
[00:43:38.170 --> 00:43:38.240]   i
[00:43:38.240 --> 00:43:38.460]   was
[00:43:38.460 --> 00:43:38.830]   going
[00:43:38.830 --> 00:43:38.980]   to
[00:43:38.980 --> 00:43:39.320]   have
[00:43:39.320 --> 00:43:39.520]   to
[00:43:39.520 --> 00:43:39.720]   um
[00:43:39.720 --> 00:43:40.030]   use
[00:43:40.030 --> 00:43:40.120]   n
[00:43:40.120 --> 00:43:40.470]  gin
[00:43:40.470 --> 00:43:40.630]  x
[00:43:40.630 --> 00:43:40.740]   as
[00:43:40.740 --> 00:43:40.840]   a
[00:43:40.840 --> 00:43:41.560]   reverse
[00:43:41.560 --> 00:43:42.090]   proxy
[00:43:42.090 --> 00:43:42.590]   and
[00:43:42.590 --> 00:43:42.760]   sit
[00:43:42.760 --> 00:43:42.920]   in
[00:43:42.920 --> 00:43:43.270]   front
[00:43:43.270 --> 00:43:43.410]   of
[00:43:43.410 --> 00:43:43.830]   node
[00:43:43.830 --> 00:43:43.830]   in
[00:43:43.830 --> 00:43:44.010]   ap
[00:43:44.010 --> 00:43:44.250]  ache
[00:43:44.250 --> 00:43:44.710]   which
[00:43:44.710 --> 00:43:45.200]   probably
[00:43:45.200 --> 00:43:45.580]   worked
[00:43:45.580 --> 00:43:45.880]   fine
[00:43:45.880 --> 00:43:46.040]   but
[00:43:46.040 --> 00:43:46.260]   this
[00:43:46.260 --> 00:43:46.480]   like
[00:43:46.480 --> 00:43:46.640]   yet
[00:43:46.640 --> 00:43:47.020]   another
[00:43:47.020 --> 00:43:47.290]   thing
[00:43:47.290 --> 00:43:47.340]   i
[00:43:47.340 --> 00:43:47.780]   gotta
[00:43:47.780 --> 00:43:47.880]   yeah
[00:43:47.880 --> 00:43:48.350]   around
[00:43:48.350 --> 00:43:48.860]   right
[00:43:48.860 --> 00:43:49.120]   and
[00:43:49.120 --> 00:43:49.310]   um
[00:43:49.310 --> 00:43:49.390]   i
[00:43:49.390 --> 00:43:49.880]   would
[00:43:49.880 --> 00:43:50.200]   rather
[00:43:50.200 --> 00:43:50.430]   have
[00:43:50.430 --> 00:43:50.700]   just
[00:43:50.700 --> 00:43:50.880]   two
[00:43:50.880 --> 00:43:51.180]   things
[00:43:51.180 --> 00:43:51.590]   working
[00:43:51.590 --> 00:43:51.930]   rather
[00:43:51.930 --> 00:43:52.160]   than
[00:43:52.160 --> 00:43:52.520]   three
[00:43:52.520 --> 00:43:52.670]   and
[00:43:52.670 --> 00:43:52.920]   again
[00:43:52.920 --> 00:43:53.070]   you
[00:43:53.070 --> 00:43:53.110]   know
[00:43:53.110 --> 00:43:53.520]   if
[00:43:53.520 --> 00:43:53.530]   you
[00:43:53.530 --> 00:43:53.770]   have
[00:43:53.770 --> 00:43:53.770]   a
[00:43:53.770 --> 00:43:54.080]   bigger
[00:43:54.080 --> 00:43:54.570]   operation
[00:43:54.570 --> 00:43:54.780]   maybe
[00:43:54.780 --> 00:43:54.880]   it
[00:43:54.880 --> 00:43:55.130]   might
[00:43:55.130 --> 00:43:55.330]   make
[00:43:55.330 --> 00:43:55.380]   a
[00:43:55.380 --> 00:43:55.530]   lot
[00:43:55.530 --> 00:43:55.800]   more
[00:43:55.800 --> 00:43:56.020]   sense
[00:43:56.020 --> 00:43:56.130]   to
[00:43:56.130 --> 00:43:56.270]   have
[00:43:56.270 --> 00:43:56.510]   three
[00:43:56.510 --> 00:43:56.570]   or
[00:43:56.570 --> 00:43:56.800]   four
[00:43:56.800 --> 00:43:57.180]   components
[00:43:57.180 --> 00:43:57.310]   and
[00:43:57.310 --> 00:43:57.440]   all
[00:43:57.440 --> 00:43:57.640]   the
[00:43:57.640 --> 00:43:57.820]   stuff
[00:43:57.820 --> 00:43:57.930]   but
[00:43:57.930 --> 00:43:58.040]   you
[00:43:58.040 --> 00:43:58.190]   know
[00:43:58.190 --> 00:43:58.360]   when
[00:43:58.360 --> 00:43:58.440]   it
[00:43:58.440 --> 00:43:58.520]  's
[00:43:58.520 --> 00:43:58.520]  
[00:43:58.520 --> 00:43:58.740]   like
[00:43:58.740 --> 00:43:59.200]   this
[00:43:59.200 --> 00:43:59.290]   little
[00:43:59.290 --> 00:43:59.810]   project
[00:43:59.810 --> 00:43:59.900]   that
[00:43:59.900 --> 00:43:59.950]   i
[00:43:59.950 --> 00:44:00.060]  'm
[00:44:00.060 --> 00:44:00.340]   doing
[00:44:00.340 --> 00:44:00.440]   i
[00:44:00.440 --> 00:44:00.600]   want
[00:44:00.600 --> 00:44:00.680]   as
[00:44:00.680 --> 00:44:01.000]   simple
[00:44:01.000 --> 00:44:01.080]   as
[00:44:01.080 --> 00:44:02.600]   possible
[00:44:02.600 --> 00:44:02.880]   so
[00:44:02.880 --> 00:44:03.100]   i
[00:44:03.100 --> 00:44:03.760]   still
[00:44:03.760 --> 00:44:04.170]   had
[00:44:04.170 --> 00:44:04.620]   uh
[00:44:04.620 --> 00:44:05.020]   what
[00:44:05.020 --> 00:44:05.160]   i
[00:44:05.160 --> 00:44:05.590]   had
[00:44:05.590 --> 00:44:05.870]   um
[00:44:05.870 --> 00:44:06.580]   one
[00:44:06.580 --> 00:44:06.750]   or
[00:44:06.750 --> 00:44:07.080]   two
[00:44:07.080 --> 00:44:07.600]   small
[00:44:07.600 --> 00:44:08.530]   problems
[00:44:08.530 --> 00:44:08.610]   and
[00:44:08.610 --> 00:44:08.680]   i
[00:44:08.680 --> 00:44:08.920]   still
[00:44:08.920 --> 00:44:09.320]   i
[00:44:09.320 --> 00:44:09.690]   and
[00:44:09.690 --> 00:44:09.690]   i
[00:44:09.690 --> 00:44:10.060]   told
[00:44:10.060 --> 00:44:10.340]   you
[00:44:10.340 --> 00:44:10.710]   that
[00:44:10.710 --> 00:44:10.800]   i
[00:44:10.800 --> 00:44:11.260]   had
[00:44:11.260 --> 00:44:11.260]   um
[00:44:11.260 --> 00:44:11.790]   i
[00:44:11.790 --> 00:44:11.860]   found
[00:44:11.860 --> 00:44:11.980]   a
[00:44:11.980 --> 00:44:12.190]   guy
[00:44:12.190 --> 00:44:12.370]   in
[00:44:12.370 --> 00:44:12.840]   freel
[00:44:12.840 --> 00:44:13.310]  ancer
[00:44:13.310 --> 00:44:13.850]  .
[00:44:13.850 --> 00:44:13.960]  com
[00:44:13.960 --> 00:44:14.240]   who
[00:44:14.240 --> 00:44:14.420]  's
[00:44:14.420 --> 00:44:14.790]   like
[00:44:14.790 --> 00:44:14.970]   my
[00:44:14.970 --> 00:44:15.150]   at
[00:44:15.150 --> 00:44:15.330]   my
[00:44:15.330 --> 00:44:15.610]   lin
[00:44:15.610 --> 00:44:15.790]  ux
[00:44:15.790 --> 00:44:16.250]   admin
[00:44:16.250 --> 00:44:16.430]   on
[00:44:16.430 --> 00:44:16.800]   call
[00:44:16.800 --> 00:44:17.240]   yeah
[00:44:17.240 --> 00:44:17.480]   i
[00:44:17.480 --> 00:44:17.510]   mean
[00:44:17.510 --> 00:44:17.680]   the
[00:44:17.680 --> 00:44:17.850]   guy
[00:44:17.850 --> 00:44:17.960]  's
[00:44:17.960 --> 00:44:18.280]   awesome
[00:44:18.280 --> 00:44:18.750]   right
[00:44:18.750 --> 00:44:18.790]   so
[00:44:18.790 --> 00:44:18.920]   now
[00:44:18.920 --> 00:44:19.030]   he
[00:44:19.030 --> 00:44:19.140]  's
[00:44:19.140 --> 00:44:19.360]   just
[00:44:19.360 --> 00:44:19.470]   on
[00:44:19.470 --> 00:44:19.640]   sky
[00:44:19.640 --> 00:44:19.750]  pe
[00:44:19.750 --> 00:44:19.800]   i
[00:44:19.800 --> 00:44:20.020]   have
[00:44:20.020 --> 00:44:20.180]   him
[00:44:20.180 --> 00:44:20.300]   on
[00:44:20.300 --> 00:44:20.490]   sky
[00:44:20.490 --> 00:44:20.680]  pe
[00:44:20.680 --> 00:44:20.870]   right
[00:44:20.870 --> 00:44:20.960]   so
[00:44:20.960 --> 00:44:21.100]   just
[00:44:21.100 --> 00:44:21.250]   like
[00:44:21.250 --> 00:44:21.450]   while
[00:44:21.450 --> 00:44:21.670]   paying
[00:44:21.670 --> 00:44:21.790]   you
[00:44:21.790 --> 00:44:21.830]   i
[00:44:21.830 --> 00:44:21.950]   was
[00:44:21.950 --> 00:44:22.100]   like
[00:44:22.100 --> 00:44:22.220]   hey
[00:44:22.220 --> 00:44:22.430]   what
[00:44:22.430 --> 00:44:22.440]  's
[00:44:22.440 --> 00:44:22.640]   up
[00:44:22.640 --> 00:44:22.680]   or
[00:44:22.680 --> 00:44:22.920]   ask
[00:44:22.920 --> 00:44:23.030]   you
[00:44:23.030 --> 00:44:23.060]   we
[00:44:23.060 --> 00:44:23.080]  'll
[00:44:23.080 --> 00:44:23.190]   ask
[00:44:23.190 --> 00:44:23.370]   each
[00:44:23.370 --> 00:44:23.510]   other
[00:44:23.510 --> 00:44:23.840]   questions
[00:44:23.840 --> 00:44:23.870]   i
[00:44:23.870 --> 00:44:24.030]  'm
[00:44:24.030 --> 00:44:24.150]   the
[00:44:24.150 --> 00:44:24.190]   same
[00:44:24.190 --> 00:44:24.330]   with
[00:44:24.330 --> 00:44:24.470]   nick
[00:44:24.470 --> 00:44:24.500]   i
[00:44:24.500 --> 00:44:24.570]  'm
[00:44:24.570 --> 00:44:24.710]   like
[00:44:24.710 --> 00:44:24.920]   nick
[00:44:24.920 --> 00:44:25.000]  y
[00:44:25.000 --> 00:44:25.290]   around
[00:44:25.290 --> 00:44:25.390]   he
[00:44:25.390 --> 00:44:25.480]  's
[00:44:25.480 --> 00:44:25.680]   like
[00:44:25.680 --> 00:44:25.830]   hey
[00:44:25.830 --> 00:44:26.030]   what
[00:44:26.030 --> 00:44:26.120]  's
[00:44:26.120 --> 00:44:26.240]   up
[00:44:26.240 --> 00:44:26.270]   i
[00:44:26.270 --> 00:44:26.360]  'm
[00:44:26.360 --> 00:44:26.600]   like
[00:44:26.600 --> 00:44:26.710]  
[00:44:26.710 --> 00:44:26.800]   yeah
[00:44:26.800 --> 00:44:26.900]   so
[00:44:26.900 --> 00:44:27.470]   whatever
[00:44:27.470 --> 00:44:27.550]   blah
[00:44:27.550 --> 00:44:27.700]   blah
[00:44:27.700 --> 00:44:27.890]   was
[00:44:27.890 --> 00:44:27.950]   on
[00:44:27.950 --> 00:44:28.050]   my
[00:44:28.050 --> 00:44:28.350]   server
[00:44:28.350 --> 00:44:28.520]   and
[00:44:28.520 --> 00:44:28.600]   he
[00:44:28.600 --> 00:44:28.770]   just
[00:44:28.770 --> 00:44:28.940]   goes
[00:44:28.940 --> 00:44:29.020]   in
[00:44:29.020 --> 00:44:29.150]   and
[00:44:29.150 --> 00:44:29.400]   fixes
[00:44:29.400 --> 00:44:29.640]   it
[00:44:29.640 --> 00:44:29.870]   yeah
[00:44:29.870 --> 00:44:30.040]   that
[00:44:30.040 --> 00:44:30.130]  's
[00:44:30.130 --> 00:44:30.570]   awesome
[00:44:30.570 --> 00:44:31.690]   20
[00:44:31.690 --> 00:44:31.960]   bucks
[00:44:31.960 --> 00:44:32.220]   an
[00:44:32.220 --> 00:44:32.900]   hour
[00:44:32.900 --> 00:44:34.390]   wow
[00:44:34.390 --> 00:44:34.540]   yeah
[00:44:34.540 --> 00:44:34.620]   i
[00:44:34.620 --> 00:44:35.160]   think
[00:44:35.160 --> 00:44:35.230]   every
[00:44:35.230 --> 00:44:35.240]   i
[00:44:35.240 --> 00:44:35.320]   think
[00:44:35.320 --> 00:44:35.720]   every
[00:44:35.720 --> 00:44:36.150]   listener
[00:44:36.150 --> 00:44:36.420]   wants
[00:44:36.420 --> 00:44:36.530]   to
[00:44:36.530 --> 00:44:36.800]   wants
[00:44:36.800 --> 00:44:36.910]   to
[00:44:36.910 --> 00:44:37.130]   work
[00:44:37.130 --> 00:44:37.350]   with
[00:44:37.350 --> 00:44:37.480]   me
[00:44:37.480 --> 00:44:37.560]   yeah
[00:44:37.560 --> 00:44:37.680]   he
[00:44:37.680 --> 00:44:37.800]  's
[00:44:37.800 --> 00:44:38.120]   really
[00:44:38.120 --> 00:44:38.360]   good
[00:44:38.360 --> 00:44:38.440]   he
[00:44:38.440 --> 00:44:38.520]  's
[00:44:38.520 --> 00:44:38.680]   always
[00:44:38.680 --> 00:44:38.840]   done
[00:44:38.840 --> 00:44:39.440]   in
[00:44:39.440 --> 00:44:40.120]   um
[00:44:40.120 --> 00:44:40.230]   u
[00:44:40.230 --> 00:44:40.270]  ru
[00:44:40.270 --> 00:44:40.420]  gu
[00:44:40.420 --> 00:44:40.570]  ay
[00:44:40.570 --> 00:44:41.040]   which
[00:44:41.040 --> 00:44:41.130]   i
[00:44:41.130 --> 00:44:41.430]   think
[00:44:41.430 --> 00:44:41.610]   is
[00:44:41.610 --> 00:44:41.720]   a
[00:44:41.720 --> 00:44:42.040]   similar
[00:44:42.040 --> 00:44:42.200]   time
[00:44:42.200 --> 00:44:42.510]   zone
[00:44:42.510 --> 00:44:42.670]   to
[00:44:42.670 --> 00:44:42.830]   us
[00:44:42.830 --> 00:44:43.130]   huh
[00:44:43.130 --> 00:44:43.150]   i
[00:44:43.150 --> 00:44:43.480]  'm
[00:44:43.480 --> 00:44:43.540]   not
[00:44:43.540 --> 00:44:43.850]   yeah
[00:44:43.850 --> 00:44:44.010]   it
[00:44:44.010 --> 00:44:44.160]  's
[00:44:44.160 --> 00:44:44.400]   not
[00:44:44.400 --> 00:44:44.560]   it
[00:44:44.560 --> 00:44:44.710]  's
[00:44:44.710 --> 00:44:45.000]   not
[00:44:45.000 --> 00:44:45.220]   the
[00:44:45.220 --> 00:44:45.320]   same
[00:44:45.320 --> 00:44:45.400]   as
[00:44:45.400 --> 00:44:45.580]   pac
[00:44:45.580 --> 00:44:45.810]  ific
[00:44:45.810 --> 00:44:45.960]   it
[00:44:45.960 --> 00:44:46.100]  's
[00:44:46.100 --> 00:44:46.330]   close
[00:44:46.330 --> 00:44:46.570]   so
[00:44:46.570 --> 00:44:46.570]   he
[00:44:46.570 --> 00:44:46.760]  's
[00:44:46.760 --> 00:44:47.030]   always
[00:44:47.030 --> 00:44:47.150]   he
[00:44:47.150 --> 00:44:47.260]  's
[00:44:47.260 --> 00:44:47.610]   almost
[00:44:47.610 --> 00:44:48.040]   always
[00:44:48.040 --> 00:44:48.200]   around
[00:44:48.200 --> 00:44:48.360]   when
[00:44:48.360 --> 00:44:48.380]   i
[00:44:48.380 --> 00:44:48.440]  'm
[00:44:48.440 --> 00:44:49.080]   around
[00:44:49.080 --> 00:44:49.340]   and
[00:44:49.340 --> 00:44:49.510]   he
[00:44:49.510 --> 00:44:49.680]  's
[00:44:49.680 --> 00:44:50.020]   very
[00:44:50.020 --> 00:44:50.880]   responsive
[00:44:50.880 --> 00:44:51.050]   so
[00:44:51.050 --> 00:44:51.130]   i
[00:44:51.130 --> 00:44:51.560]   would
[00:44:51.560 --> 00:44:51.900]   like
[00:44:51.900 --> 00:44:52.120]   to
[00:44:52.120 --> 00:44:52.230]   i
[00:44:52.230 --> 00:44:52.630]   need
[00:44:52.630 --> 00:44:52.730]   a
[00:44:52.730 --> 00:44:53.160]   nick
[00:44:53.160 --> 00:44:53.380]   for
[00:44:53.380 --> 00:44:53.560]   like
[00:44:53.560 --> 00:44:53.840]   every
[00:44:53.840 --> 00:44:54.410]   technology
[00:44:54.410 --> 00:44:54.630]   that
[00:44:54.630 --> 00:44:54.690]   i
[00:44:54.690 --> 00:44:54.920]   work
[00:44:54.920 --> 00:44:55.030]   on
[00:44:55.030 --> 00:44:55.430]   because
[00:44:55.430 --> 00:44:55.480]   i
[00:44:55.480 --> 00:44:55.590]  'm
[00:44:55.590 --> 00:44:55.640]   a
[00:44:55.640 --> 00:44:56.040]   general
[00:44:56.040 --> 00:44:56.280]  ist
[00:44:56.280 --> 00:44:56.410]  
[00:44:56.410 --> 00:44:56.540]   right
[00:44:56.540 --> 00:44:56.700]   for
[00:44:56.700 --> 00:44:56.890]   most
[00:44:56.890 --> 00:44:57.190]   things
[00:44:57.190 --> 00:44:57.250]   i
[00:44:57.250 --> 00:44:57.450]   mean
[00:44:57.450 --> 00:44:57.790]   there
[00:44:57.790 --> 00:44:57.810]  's
[00:44:57.810 --> 00:44:57.860]   a
[00:44:57.860 --> 00:44:58.010]   few
[00:44:58.010 --> 00:44:58.350]   things
[00:44:58.350 --> 00:44:58.520]   that
[00:44:58.520 --> 00:44:58.570]   i
[00:44:58.570 --> 00:44:58.840]   know
[00:44:58.840 --> 00:44:58.890]   a
[00:44:58.890 --> 00:44:59.130]   fair
[00:44:59.130 --> 00:44:59.400]   amount
[00:44:59.400 --> 00:44:59.740]   about
[00:44:59.740 --> 00:44:59.930]   but
[00:44:59.930 --> 00:45:00.190]   most
[00:45:00.190 --> 00:45:00.650]   things
[00:45:00.650 --> 00:45:00.650]   i
[00:45:00.650 --> 00:45:00.790]  'm
[00:45:00.790 --> 00:45:01.040]   like
[00:45:01.040 --> 00:45:01.500]   you
[00:45:01.500 --> 00:45:01.560]   know
[00:45:01.560 --> 00:45:01.760]   good
[00:45:01.760 --> 00:45:01.890]   at
[00:45:01.890 --> 00:45:02.090]   but
[00:45:02.090 --> 00:45:02.360]   not
[00:45:02.360 --> 00:45:03.140]   great
[00:45:03.140 --> 00:45:03.320]   and
[00:45:03.320 --> 00:45:03.400]   it
[00:45:03.400 --> 00:45:03.430]  'd
[00:45:03.430 --> 00:45:03.480]   be
[00:45:03.480 --> 00:45:03.700]   nice
[00:45:03.700 --> 00:45:03.860]   to
[00:45:03.860 --> 00:45:04.030]   when
[00:45:04.030 --> 00:45:04.200]   you
[00:45:04.200 --> 00:45:04.360]   run
[00:45:04.360 --> 00:45:04.590]   into
[00:45:04.590 --> 00:45:04.640]   a
[00:45:04.640 --> 00:45:05.170]   situation
[00:45:05.170 --> 00:45:05.370]   like
[00:45:05.370 --> 00:45:05.640]   that
[00:45:05.640 --> 00:45:05.850]   you
[00:45:05.850 --> 00:45:05.950]   have
[00:45:05.950 --> 00:45:06.310]   somebody
[00:45:06.310 --> 00:45:06.440]   who
[00:45:06.440 --> 00:45:06.570]   can
[00:45:06.570 --> 00:45:06.740]   just
[00:45:06.740 --> 00:45:07.020]   answer
[00:45:07.020 --> 00:45:07.100]   it
[00:45:07.100 --> 00:45:07.190]   or
[00:45:07.190 --> 00:45:07.760]   especially
[00:45:07.760 --> 00:45:07.790]   for
[00:45:07.790 --> 00:45:07.950]   the
[00:45:07.950 --> 00:45:08.190]   things
[00:45:08.190 --> 00:45:08.370]   that
[00:45:08.370 --> 00:45:08.410]   i
[00:45:08.410 --> 00:45:08.600]  'm
[00:45:08.600 --> 00:45:08.750]   not
[00:45:08.750 --> 00:45:08.950]   good
[00:45:08.950 --> 00:45:09.050]   at
[00:45:09.050 --> 00:45:09.150]   at
[00:45:09.150 --> 00:45:09.300]   all
[00:45:09.300 --> 00:45:09.450]   you
[00:45:09.450 --> 00:45:09.800]   know
[00:45:09.800 --> 00:45:09.900]   where
[00:45:09.900 --> 00:45:10.000]   it
[00:45:10.000 --> 00:45:10.100]  's
[00:45:10.100 --> 00:45:10.300]   like
[00:45:10.300 --> 00:45:10.520]   like
[00:45:10.520 --> 00:45:10.710]   lin
[00:45:10.710 --> 00:45:10.840]  ux
[00:45:10.840 --> 00:45:11.450]   administration
[00:45:11.450 --> 00:45:11.530]   it
[00:45:11.530 --> 00:45:11.610]  's
[00:45:11.610 --> 00:45:11.780]   like
[00:45:11.780 --> 00:45:11.820]   i
[00:45:11.820 --> 00:45:11.950]   don
[00:45:11.950 --> 00:45:12.030]  't
[00:45:12.030 --> 00:45:12.180]   know
[00:45:12.180 --> 00:45:12.500]   what
[00:45:12.500 --> 00:45:12.510]   the
[00:45:12.510 --> 00:45:12.730]   hell
[00:45:12.730 --> 00:45:12.750]  's
[00:45:12.750 --> 00:45:12.970]   going
[00:45:12.970 --> 00:45:13.050]   on
[00:45:13.050 --> 00:45:13.320]   here
[00:45:13.320 --> 00:45:13.480]   and
[00:45:13.480 --> 00:45:13.640]   i
[00:45:13.640 --> 00:45:13.830]   don
[00:45:13.830 --> 00:45:13.960]  't
[00:45:13.960 --> 00:45:14.220]   want
[00:45:14.220 --> 00:45:14.350]   to
[00:45:14.350 --> 00:45:14.680]   spend
[00:45:14.680 --> 00:45:14.740]   a
[00:45:14.740 --> 00:45:15.260]   whole
[00:45:15.260 --> 00:45:15.260]   day
[00:45:15.260 --> 00:45:15.510]   i
[00:45:15.510 --> 00:45:15.600]   don
[00:45:15.600 --> 00:45:15.640]  't
[00:45:15.640 --> 00:45:15.970]   spend
[00:45:15.970 --> 00:45:16.100]   my
[00:45:16.100 --> 00:45:16.490]   entire
[00:45:16.490 --> 00:45:16.910]   day
[00:45:16.910 --> 00:45:16.920]   like
[00:45:16.920 --> 00:45:17.790]   researching
[00:45:17.790 --> 00:45:18.030]   how
[00:45:18.030 --> 00:45:18.270]   why
[00:45:18.270 --> 00:45:18.430]   is
[00:45:18.430 --> 00:45:18.740]   this
[00:45:18.740 --> 00:45:19.290]   service
[00:45:19.290 --> 00:45:19.600]   this
[00:45:19.600 --> 00:45:19.760]   in
[00:45:19.760 --> 00:45:19.840]   a
[00:45:19.840 --> 00:45:19.960]   d
[00:45:19.960 --> 00:45:20.280]   service
[00:45:20.280 --> 00:45:20.520]   when
[00:45:20.520 --> 00:45:20.650]   it
[00:45:20.650 --> 00:45:21.060]   crashes
[00:45:21.060 --> 00:45:21.180]   it
[00:45:21.180 --> 00:45:21.360]   won
[00:45:21.360 --> 00:45:21.490]  't
[00:45:21.490 --> 00:45:21.880]   restart
[00:45:21.880 --> 00:45:22.150]   or
[00:45:22.150 --> 00:45:22.520]   whatever
[00:45:22.520 --> 00:45:22.740]   yeah
[00:45:22.740 --> 00:45:22.830]   where
[00:45:22.830 --> 00:45:22.930]   he
[00:45:22.930 --> 00:45:23.040]   goes
[00:45:23.040 --> 00:45:23.100]   in
[00:45:23.100 --> 00:45:23.240]   and
[00:45:23.240 --> 00:45:23.240]   it
[00:45:23.240 --> 00:45:23.240]  's
[00:45:23.240 --> 00:45:23.240]  
[00:45:23.240 --> 00:45:23.740]   15
[00:45:23.740 --> 00:45:24.380]   minutes
[00:45:24.380 --> 00:45:24.760]   ding
[00:45:24.760 --> 00:45:24.990]   ding
[00:45:24.990 --> 00:45:25.320]   ding
[00:45:25.320 --> 00:45:25.640]   done
[00:45:25.640 --> 00:45:25.800]   so
[00:45:25.800 --> 00:45:25.980]   uh
[00:45:25.980 --> 00:45:26.290]   that
[00:45:26.290 --> 00:45:26.460]  's
[00:45:26.460 --> 00:45:26.910]   great
[00:45:26.910 --> 00:45:27.030]   i
[00:45:27.030 --> 00:45:27.120]   think
[00:45:27.120 --> 00:45:27.300]   there
[00:45:27.300 --> 00:45:27.400]   are
[00:45:27.400 --> 00:45:27.400]   a
[00:45:27.400 --> 00:45:27.560]   lot
[00:45:27.560 --> 00:45:27.670]   of
[00:45:27.670 --> 00:45:28.000]   people
[00:45:28.000 --> 00:45:28.160]   out
[00:45:28.160 --> 00:45:28.440]   there
[00:45:28.440 --> 00:45:28.660]   like
[00:45:28.660 --> 00:45:28.880]   that
[00:45:28.880 --> 00:45:28.980]   i
[00:45:28.980 --> 00:45:29.270]   think
[00:45:29.270 --> 00:45:29.410]   you
[00:45:29.410 --> 00:45:29.590]   have
[00:45:29.590 --> 00:45:29.700]   to
[00:45:29.700 --> 00:45:29.920]   look
[00:45:29.920 --> 00:45:30.080]   i
[00:45:30.080 --> 00:45:30.200]   mean
[00:45:30.200 --> 00:45:30.360]   you
[00:45:30.360 --> 00:45:30.610]   said
[00:45:30.610 --> 00:45:30.920]   you
[00:45:30.920 --> 00:45:31.110]   think
[00:45:31.110 --> 00:45:31.190]   i
[00:45:31.190 --> 00:45:31.360]   got
[00:45:31.360 --> 00:45:31.730]   lucky
[00:45:31.730 --> 00:45:31.860]   you
[00:45:31.860 --> 00:45:32.050]  're
[00:45:32.050 --> 00:45:32.280]   you
